image,line_num,line_pos,text,auto_label,corrected_label
kari-l-meal-plan-receipt.jpg,1,0.02,03/06/15,header,header
kari-l-meal-plan-receipt.jpg,2,0.039,Vour fast and friendly checkout was,item,header
kari-l-meal-plan-receipt.jpg,3,0.059,provided by Fastlane105,item,header
kari-l-meal-plan-receipt.jpg,4,0.078,MEIJER SAVINGS,item,noise
kari-l-meal-plan-receipt.jpg,5,0.098,SPECIALS 4.63,item,noise
kari-l-meal-plan-receipt.jpg,6,0.118,SAVINGS TOTAL 4.63,metadata,noise
kari-l-meal-plan-receipt.jpg,7,0.137,YOUR TOTAL SAVINGS,metadata,noise
kari-l-meal-plan-receipt.jpg,8,0.157,SINCE 01/01/15,item,noise
kari-l-meal-plan-receipt.jpg,9,0.176,368.26,noise,noise
kari-l-meal-plan-receipt.jpg,10,0.196,For additional savings and rewards visit,item,noise
kari-l-meal-plan-receipt.jpg,11,0.216,mPerks.com,item,noise
kari-l-meal-plan-receipt.jpg,12,0.235,GROCERY,header,header
kari-l-meal-plan-receipt.jpg,13,0.255,4011 BANANAS 1.05,item,item
kari-l-meal-plan-receipt.jpg,14,0.275,1.95 1b 9 1 lb / .54,item,weight
kari-l-meal-plan-receipt.jpg,15,0.294,4062 CUCUMBERS .59,item,item
kari-l-meal-plan-receipt.jpg,16,0.314,76023675134 MRJ PNAPLE CHNK .79,item,item
kari-l-meal-plan-receipt.jpg,17,0.333,4901 PARSLEY 89,item,item
kari-l-meal-plan-receipt.jpg,18,0.353,4068 GREEN ONION,item,item
kari-l-meal-plan-receipt.jpg,19,0.373,82/ 1.00 .50,noise,qty
kari-l-meal-plan-receipt.jpg,20,0.392,2529300280 SILK FRTY/CRMY 1.19,item,item
kari-l-meal-plan-receipt.jpg,21,0.412,70882039333 CRUSHED TOMATO 1.59,item,item
kari-l-meal-plan-receipt.jpg,22,0.431,7680800391 GLTN FREE PASTA 2.19,item,item
kari-l-meal-plan-receipt.jpg,23,0.451,73762801160 COCNT MLK LT 2.19,item,item
kari-l-meal-plan-receipt.jpg,24,0.471,75194498002 OR BASIL 2.49,item,item
kari-l-meal-plan-receipt.jpg,25,0.49,L125002795 SNOINO,item,item
kari-l-meal-plan-receipt.jpg,26,0.51,2279 2.69 5.38 L4,item,qty
kari-l-meal-plan-receipt.jpg,27,0.529,71928391707 DICE TOMATO 2.69,item,item
kari-l-meal-plan-receipt.jpg,28,0.549,4125085424 FRZ VEGETABLES,item,item
kari-l-meal-plan-receipt.jpg,29,0.569,84 5.00 1.25,noise,qty
kari-l-meal-plan-receipt.jpg,30,0.588,4125096424 FROZEN PEAS,item,item
kari-l-meal-plan-receipt.jpg,31,0.608,1 04 5.00 1.25,noise,qty
kari-l-meal-plan-receipt.jpg,32,0.627,×4125096392 BLACK BEANS,item,item
kari-l-meal-plan-receipt.jpg,33,0.647,3 0 .79,noise,noise
kari-l-meal-plan-receipt.jpg,34,0.667,was 2.55 now 2.37,item,noise
kari-l-meal-plan-receipt.jpg,35,0.686,4125096393 GARBANZO BEANS,item,item
kari-l-meal-plan-receipt.jpg,36,0.706,was .85 now .79,item,noise
kari-l-meal-plan-receipt.jpg,37,0.725,71928356087 MEIJER BROTH,item,item
kari-l-meal-plan-receipt.jpg,38,0.745,2 9 1.99 3.98,noise,qty
kari-l-meal-plan-receipt.jpg,39,0.765,was 5.58 now,item,noise
kari-l-meal-plan-receipt.jpg,40,0.784,4688 PPEPPERS,item,item
kari-l-meal-plan-receipt.jpg,41,0.804,102/ 3.00 1.50,item,qty
kari-l-meal-plan-receipt.jpg,42,0.824,was 2.00 now,item,noise
kari-l-meal-plan-receipt.jpg,43,0.843,9955508206 K-CUPS,item,item
kari-l-meal-plan-receipt.jpg,44,0.863,was 6.99 now 4.99,item,noise
kari-l-meal-plan-receipt.jpg,45,0.882,3597135928 RED CABBAGE,item,item
kari-l-meal-plan-receipt.jpg,46,0.902,1 05 5.00 1.00,noise,qty
kari-l-meal-plan-receipt.jpg,47,0.922,was 1.29 now,item,noise
kari-l-meal-plan-receipt.jpg,48,0.941,Moerks # xxxxxx*x65,item,noise
kari-l-meal-plan-receipt.jpg,49,0.961,TOTAL 00,metadata,noise
kari-l-meal-plan-receipt.jpg,50,0.98,TOTAL TAX 38.67,metadata,noise
kari-l-meal-plan-receipt.jpg,51,1.0,TOTAI,item,noise
money-back-receipt.jpg,0,0.0,STACY MULTI GRN PI,item,item
money-back-receipt.jpg,1,0.024,1 @ 2 FOR 4.00 2.00 t F,item,qty
money-back-receipt.jpg,2,0.049,Savings 1.29,item,noise
money-back-receipt.jpg,3,0.073,STACYS TUSC HRB PC,item,item
money-back-receipt.jpg,4,0.098,1 @ 2 FOR 4.00 2.00 t F,item,qty
money-back-receipt.jpg,5,0.122,Savings 1.29,item,noise
money-back-receipt.jpg,6,0.146,FrenchS SQ mUstaRD,item,item
money-back-receipt.jpg,7,0.171,1 @ 2 FOR 0.94 t F,item,qty
money-back-receipt.jpg,8,0.195,1.87,noise,noise
money-back-receipt.jpg,9,0.22,Savings 0.93,item,noise
money-back-receipt.jpg,10,0.244,DBL STF GLDN OREO 3.19 t F,item,item
money-back-receipt.jpg,11,0.268,KRAFT VELVEETA CHZ,item,item
money-back-receipt.jpg,12,0.293,1 @ 2 FOR 3.85 1.93 t F,item,qty
money-back-receipt.jpg,13,0.317,Savings 1.92,item,noise
money-back-receipt.jpg,14,0.341,PUBLIX MILK 2% 2.69 t F,item,item
money-back-receipt.jpg,15,0.366,COMPETITOR COUPON -2.00 t,item,noise
money-back-receipt.jpg,16,0.39,FREE MILK FR POST -2.69,item,noise
money-back-receipt.jpg,17,0.415,Vendor Coupon -1.00,item,noise
money-back-receipt.jpg,18,0.439,Vendor Coupon -1.00,item,noise
money-back-receipt.jpg,19,0.463,Vendor Coupon -3.19,item,noise
money-back-receipt.jpg,20,0.488,Vendor Coupon -0.50,item,noise
money-back-receipt.jpg,21,0.512,Multiplied Cpn -0.50,item,noise
money-back-receipt.jpg,22,0.537,Vendor Coupon -2.00,item,noise
money-back-receipt.jpg,23,0.561,Vendor Coupon -2.00,item,noise
money-back-receipt.jpg,24,0.585,VENDOR COUPON -2.00,item,noise
money-back-receipt.jpg,25,0.61,Vendor Coupon -2.00,item,noise
money-back-receipt.jpg,26,0.634,Vendor Coupon -1.00,item,noise
money-back-receipt.jpg,27,0.659,COMPETITOR COUPON -5.00,item,noise
money-back-receipt.jpg,28,0.683,Order Total -2.13,metadata,noise
money-back-receipt.jpg,29,0.707,Regular Tax 0.00,metadata,noise
money-back-receipt.jpg,30,0.732,Food Tax 0.30,metadata,noise
money-back-receipt.jpg,31,0.756,Grand Total -1.83,metadata,noise
money-back-receipt.jpg,32,0.78,Change 1.83,item,noise
money-back-receipt.jpg,33,0.805,Savings Summary 10.19,item,noise
money-back-receipt.jpg,34,0.829,Store Coupon 14.69,item,noise
money-back-receipt.jpg,35,0.854,Vendor Coupon,item,noise
money-back-receipt.jpg,36,0.878,Special Price Savings 11.39,item,noise
money-back-receipt.jpg,37,0.902,**************************************,discount,noise
money-back-receipt.jpg,38,0.927,Your Savings at Publix,item,noise
money-back-receipt.jpg,39,0.951,36.27,noise,noise
money-back-receipt.jpg,40,0.976,**************************************,discount,noise
money-back-receipt.jpg,41,1.0,Your cashier was Misty-Jay,metadata,noise
pbgg2w7kvlx81.jpg,0,0.0,West1ake WSL 206-621-9700,item,header
pbgg2w7kvlx81.jpg,1,0.019,2210 Westlake Ave,header,header
pbgg2w7kvlx81.jpg,2,0.037,"Seattle, WA 98121",item,header
pbgg2w7kvlx81.jpg,3,0.056,365WFM OG BERRY CRSP PLLW $4.99,item,item
pbgg2w7kvlx81.jpg,4,0.074,365WFM OG HZLNUT CO PLLW $4.99,item,item
pbgg2w7kvlx81.jpg,5,0.093,KETTL POTATO CHIP $3.49,item,item
pbgg2w7kvlx81.jpg,6,0.111,KETTL HBNERO LIME CHIPS $3.49,item,item
pbgg2w7kvlx81.jpg,7,0.13,365WFM OG REDUCED FAT MK $3.69,item,item
pbgg2w7kvlx81.jpg,8,0.148,365WFM ORANGE NO PULP $4.49,item,item
pbgg2w7kvlx81.jpg,9,0.167,365WFM OG VDK PASTA SC $3.49,item,item
pbgg2w7kvlx81.jpg,10,0.185,STEW MEAT PSTR S4,item,item
pbgg2w7kvlx81.jpg,11,0.204,BF CHK,item,item
pbgg2w7kvlx81.jpg,12,0.222,1.99 1b $7.99 /1b $15.90,item,weight
pbgg2w7kvlx81.jpg,13,0.241,CHED JACK SHRED $6.49 9F,item,item
pbgg2w7kvlx81.jpg,14,0.259,365WFM,item,item
pbgg2w7kvlx81.jpg,15,0.278,OG HEAVY CREAM $3.99 F,item,item
pbgg2w7kvlx81.jpg,16,0.296,365WFM,item,item
pbgg2w7kvlx81.jpg,17,0.315,SALMON FILLET,item,item
pbgg2w7kvlx81.jpg,18,0.333,1b $11.99 /1b $10.19 F,item,weight
pbgg2w7kvlx81.jpg,19,0.352,0.85,noise,noise
pbgg2w7kvlx81.jpg,20,0.37,KSGGIO ORIGINALE CUBES,item,item
pbgg2w7kvlx81.jpg,21,0.389,1b @ $14.99 /1b $8.09 F,item,weight
pbgg2w7kvlx81.jpg,22,0.407,0.54,noise,noise
pbgg2w7kvlx81.jpg,23,0.426,xx$1 OFF/LB CHEESE -$0.54,discount,noise
pbgg2w7kvlx81.jpg,24,0.444,WFMOG CHICKEN SAUSAGE $6.99,item,item
pbgg2w7kvlx81.jpg,25,0.463,ENGLISH CUCUMBER $2.29,item,item
pbgg2w7kvlx81.jpg,26,0.481,365WFM OG WHT SLCD MSHRM $3.99,item,item
pbgg2w7kvlx81.jpg,27,0.5,365WFM ALMOND TORTILLAS $6.99,item,item
pbgg2w7kvlx81.jpg,28,0.519,365WFM CASSAVA TORTILLAS $6.99,item,item
pbgg2w7kvlx81.jpg,29,0.537,Subtotal: $100.54,metadata,noise
pbgg2w7kvlx81.jpg,30,0.556,Total Savings: -$0.54,metadata,noise
pbgg2w7kvlx81.jpg,31,0.574,Net Sales: $100.00,item,noise
pbgg2w7kvlx81.jpg,32,0.593,Total :,metadata,noise
pbgg2w7kvlx81.jpg,33,0.611,$100.00,noise,noise
pbgg2w7kvlx81.jpg,34,0.63,Sold Items:,item,noise
pbgg2w7kvlx81.jpg,35,0.648,17,noise,noise
pbgg2w7kvlx81.jpg,36,0.667,Paid:,item,noise
pbgg2w7kvlx81.jpg,37,0.685,MasterCard *6258 $100.00,item,noise
pbgg2w7kvlx81.jpg,38,0.704,Chip Card:MASTERCARD,item,noise
pbgg2w7kvlx81.jpg,39,0.722,Chip Card AID: A0000000041010,item,noise
pbgg2w7kvlx81.jpg,40,0.741,RETURNs: All returns require a receipt.,item,noise
pbgg2w7kvlx81.jpg,41,0.759,No returns on i tems purchased after,item,noise
pbgg2w7kvlx81.jpg,42,0.778,0 days. For additional information,item,noise
pbgg2w7kvlx81.jpg,43,0.796,please visit wfm.com/returns.,item,noise
pbgg2w7kvlx81.jpg,44,0.815,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,item,noise
pbgg2w7kvlx81.jpg,45,0.833,"Prime members save at Whole Foods Market,",item,noise
pbgg2w7kvlx81.jpg,46,0.852,"and get Free Shipping, Video, Musicr & more",item,noise
pbgg2w7kvlx81.jpg,47,0.87,Learn more at amazon.com/PrimeSavings,item,noise
pbgg2w7kvlx81.jpg,48,0.889,Earn 5% Back at Whole Foods Market,item,noise
pbgg2w7kvlx81.jpg,49,0.907,with the Amazon Prime Rewards Visa.,metadata,noise
pbgg2w7kvlx81.jpg,50,0.926,Learn more at amazon.com/wfmvisa,metadata,noise
pbgg2w7kvlx81.jpg,51,0.944,xxxxxxxxxxxxxxxxxxxxxxxxxxxx,item,noise
pbgg2w7kvlx81.jpg,52,0.963,HOW WAS YOUR SHOPPING EXPERIENCE?,item,noise
pbgg2w7kvlx81.jpg,53,0.981,Go to: http://www.wfm.com/feedback,item,noise
pbgg2w7kvlx81.jpg,54,1.0,01075,noise,noise
sub-buzz-407-1681162017-1.png,0,0.0,2.95 FB,item,noise
sub-buzz-407-1681162017-1.png,1,0.019,SeasonedFrnchFries,item,item
sub-buzz-407-1681162017-1.png,2,0.038,6.99 FB,item,noise
sub-buzz-407-1681162017-1.png,3,0.057,Popcorn Chicken,item,item
sub-buzz-407-1681162017-1.png,4,0.075,5.49 FB,item,noise
sub-buzz-407-1681162017-1.png,5,0.094,Hash Brown Patties,item,item
sub-buzz-407-1681162017-1.png,6,0.113,5.49 FB,item,noise
sub-buzz-407-1681162017-1.png,7,0.132,Hash Brown Patties,item,item
sub-buzz-407-1681162017-1.png,8,0.151,VOID -5.49 FB,item,noise
sub-buzz-407-1681162017-1.png,9,0.17,Hash Brown Patties,item,item
sub-buzz-407-1681162017-1.png,10,0.189,1.29 FB,item,noise
sub-buzz-407-1681162017-1.png,11,0.208,Sandwich White Brd,item,item
sub-buzz-407-1681162017-1.png,12,0.226,1.29 FB,item,noise
sub-buzz-407-1681162017-1.png,13,0.245,Hamburger Buns,item,item
sub-buzz-407-1681162017-1.png,14,0.264,0.50 FB,item,noise
sub-buzz-407-1681162017-1.png,15,0.283,Whole Kernel Corn,item,item
sub-buzz-407-1681162017-1.png,16,0.302,Whole Kernel Corn 0.50 FB,item,item
sub-buzz-407-1681162017-1.png,17,0.321,SpaghettiOs Pasta 1.26 FB,item,item
sub-buzz-407-1681162017-1.png,18,0.34,Mini Babybel 3.49 FB,item,item
sub-buzz-407-1681162017-1.png,19,0.358,String Cheese 2.69 FB,item,item
sub-buzz-407-1681162017-1.png,20,0.377,Gordos Queso Dip 3.99 FB,item,item
sub-buzz-407-1681162017-1.png,21,0.396,Ground Lamb 5.85 FB,item,item
sub-buzz-407-1681162017-1.png,22,0.415,French Bread Pizza,item,item
sub-buzz-407-1681162017-1.png,23,0.434,3.49 FB,item,noise
sub-buzz-407-1681162017-1.png,24,0.453,Mozz Sticks,item,item
sub-buzz-407-1681162017-1.png,25,0.472,3.49 FB,item,noise
sub-buzz-407-1681162017-1.png,26,0.491,ChknBreastNuggets 5.59 FB,item,item
sub-buzz-407-1681162017-1.png,27,0.509,Chicken Tenderloin,item,item
sub-buzz-407-1681162017-1.png,28,0.528,11.54 FB,item,noise
sub-buzz-407-1681162017-1.png,29,0.547,Chicken Tenderloin,item,item
sub-buzz-407-1681162017-1.png,30,0.566,12.87 FB,item,noise
sub-buzz-407-1681162017-1.png,31,0.585,Tortilla Strips,item,item
sub-buzz-407-1681162017-1.png,32,0.604,3.29 FB,item,noise
sub-buzz-407-1681162017-1.png,33,0.623,Flour Tortillas,item,item
sub-buzz-407-1681162017-1.png,34,0.642,1.95 FB,item,noise
sub-buzz-407-1681162017-1.png,35,0.66,Pnt Btr Wafers,item,item
sub-buzz-407-1681162017-1.png,36,0.679,1.79 FB,item,noise
sub-buzz-407-1681162017-1.png,37,0.698,Fruit Flavored Snk,item,item
sub-buzz-407-1681162017-1.png,38,0.717,4.69 FC,item,noise
sub-buzz-407-1681162017-1.png,39,0.736,Shells & Cheese,item,item
sub-buzz-407-1681162017-1.png,40,0.755,4.35 FB,item,noise
sub-buzz-407-1681162017-1.png,41,0.774,3 @ 1.45,qty,qty
sub-buzz-407-1681162017-1.png,42,0.792,Large Eggs,item,item
sub-buzz-407-1681162017-1.png,43,0.811,2.29 FB,item,noise
sub-buzz-407-1681162017-1.png,44,0.83,MintChip/Chocolate,item,item
sub-buzz-407-1681162017-1.png,45,0.849,2.48 FB,item,noise
sub-buzz-407-1681162017-1.png,46,0.868,Chkn Ramen Soup 3.68 FB,item,item
sub-buzz-407-1681162017-1.png,47,0.887,SUBTOTAL 97.79,metadata,noise
sub-buzz-407-1681162017-1.png,48,0.906,C-Taxable @7.500% 0.35,metadata,noise
sub-buzz-407-1681162017-1.png,49,0.925,B-Taxable @2.000% 1.86,metadata,noise
sub-buzz-407-1681162017-1.png,50,0.943,AMOUNT DUE 100.00,item,noise
sub-buzz-407-1681162017-1.png,51,0.962,TOT AL $100.00,item,noise
sub-buzz-407-1681162017-1.png,52,0.981,27 ITEMS,item,noise
sub-buzz-407-1681162017-1.png,53,1.0,Debit Card $ 100.00,metadata,noise
0a017323e96628df3252a0249fde6f61.jpg,0,0.0,TARGET,header,header
0a017323e96628df3252a0249fde6f61.jpg,1,0.022,EXPECT MORE PAY LESS:,header,header
0a017323e96628df3252a0249fde6f61.jpg,2,0.044,REGENCY -904-721-4909,item,header
0a017323e96628df3252a0249fde6f61.jpg,3,0.067,08/17/2018 08:36 PM EXP1RES 11/15/18,header,date
0a017323e96628df3252a0249fde6f61.jpg,4,0.089,CLEANING SUPPLIES $5.99,item,header
0a017323e96628df3252a0249fde6f61.jpg,5,0.111,003070458 ^LYSOL,item,item
0a017323e96628df3252a0249fde6f61.jpg,6,0.133,Regular Price $5.99,item,noise
0a017323e96628df3252a0249fde6f61.jpg,7,0.156,Refund Value $4.34,item,noise
0a017323e96628df3252a0249fde6f61.jpg,8,0.178,$1.00-,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,9,0.2,0019200-04853 MFR COUPON,item,noise
0a017323e96628df3252a0249fde6f61.jpg,10,0.222,003070458 LYSOL $5.99,item,item
0a017323e96628df3252a0249fde6f61.jpg,11,0.244,Regular Price $5.99,item,noise
0a017323e96628df3252a0249fde6f61.jpg,12,0.267,Refund Value $4.34,item,noise
0a017323e96628df3252a0249fde6f61.jpg,13,0.289,$1.00-,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,14,0.311,0019200-04853 MFR COUPON,item,noise
0a017323e96628df3252a0249fde6f61.jpg,15,0.333,003080338 ^TIDE 2X $11.99,item,item
0a017323e96628df3252a0249fde6f61.jpg,16,0.356,Regular Price $11.99,item,noise
0a017323e96628df3252a0249fde6f61.jpg,17,0.378,Refund Value $8.68,item,noise
0a017323e96628df3252a0249fde6f61.jpg,18,0.4,$2.00-,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,19,0.422,0037000-13945 MFR COUPON $11.99,item,noise
0a017323e96628df3252a0249fde6f61.jpg,20,0.444,003080338 TIDE 2X,item,item
0a017323e96628df3252a0249fde6f61.jpg,21,0.467,Regular Price $11.99,item,noise
0a017323e96628df3252a0249fde6f61.jpg,22,0.489,Refund Value $8.68,item,noise
0a017323e96628df3252a0249fde6f61.jpg,23,0.511,$2.00-,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,24,0.533,0037000-13945 MFR COUPON $9.19,item,noise
0a017323e96628df3252a0249fde6f61.jpg,25,0.556,003080713 TIDE 2X,item,item
0a017323e96628df3252a0249fde6f61.jpg,26,0.578,Regular Price $9.19,item,noise
0a017323e96628df3252a0249fde6f61.jpg,27,0.6,Refund Value $6.65,item,noise
0a017323e96628df3252a0249fde6f61.jpg,28,0.622,MFR COUPON $3.00--,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,29,0.644,0037000-13945 $9.19,item,noise
0a017323e96628df3252a0249fde6f61.jpg,30,0.667,003080713 TIDE 2X,item,item
0a017323e96628df3252a0249fde6f61.jpg,31,0.689,Regular Price $9.19,item,noise
0a017323e96628df3252a0249fde6f61.jpg,32,0.711,Refund Value $6.65,item,noise
0a017323e96628df3252a0249fde6f61.jpg,33,0.733,$3.00-,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,34,0.756,0037000-13945 MFR COUPON,item,noise
0a017323e96628df3252a0249fde6f61.jpg,35,0.778,CATEGORY COUPON $15.00-,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,36,0.8,10374196,noise,noise
0a017323e96628df3252a0249fde6f61.jpg,37,0.822,SUBTOTAL $27.34,metadata,noise
0a017323e96628df3252a0249fde6f61.jpg,38,0.844,T = FL TAX 7.0000% on $39.34 $2.76,metadata,noise
0a017323e96628df3252a0249fde6f61.jpg,39,0.867,TOTAL $30.10,metadata,noise
0a017323e96628df3252a0249fde6f61.jpg,40,0.889,*2140 GIFT CARD PAYMENT $15.00,discount,noise
0a017323e96628df3252a0249fde6f61.jpg,41,0.911,*9591 DEBIT TOTAL PAYMENT $15.10,metadata,noise
0a017323e96628df3252a0249fde6f61.jpg,42,0.933,AID:A0000000980840,item,noise
0a017323e96628df3252a0249fde6f61.jpg,43,0.956,US DEBIT,metadata,noise
0a017323e96628df3252a0249fde6f61.jpg,44,0.978,*2140 GIFT CARD BALANCE $0.00,metadata,noise
0a017323e96628df3252a0249fde6f61.jpg,45,1.0,TOTAL SAVINGS THIS TRIP,metadata,noise
EJMzgniUUAAE3UC.jpg,0,0.0,TARGET,header,header
EJMzgniUUAAE3UC.jpg,1,0.038,EXECT HONE PY LESB:,item,header
EJMzgniUUAAE3UC.jpg,2,0.077,Redwood City - 650-363-8940,item,header
EJMzgniUUAAE3UC.jpg,3,0.115,2485 El Camino Real,item,header
EJMzgniUUAAE3UC.jpg,4,0.154,"Redwood City, CA 94063-2849",item,header
EJMzgniUUAAE3UC.jpg,5,0.192,11/11/2019 04:48 PM,item,date
EJMzgniUUAAE3UC.jpg,6,0.231,ELECTRONICS,item,header
EJMzgniUUAAE3UC.jpg,7,0.269,790012324 PROM0 GFTCRD $0.00,item,item
EJMzgniUUAAE3UC.jpg,8,0.308,041-220-295-238-591,noise,noise
EJMzgniUUAAE3UC.jpg,9,0.346,New Bal: $5.00,metadata,noise
EJMzgniUUAAE3UC.jpg,10,0.385,HEALTH AND BEAUTY,item,header
EJMzgniUUAAE3UC.jpg,11,0.423,037122410 SIMPLE 5 FLU $6.99,item,item
EJMzgniUUAAE3UC.jpg,12,0.462,Buy4Get$5GC,item,noise
EJMzgniUUAAE3UC.jpg,13,0.5,Paper Mfr Coupon $2.00-,discount,noise
EJMzgniUUAAE3UC.jpg,14,0.538,063024846 TRESEMME $6.19,item,item
EJMzgniUUAAE3UC.jpg,15,0.577,Buy4Get$5GC,item,noise
EJMzgniUUAAE3UC.jpg,16,0.615,049002070 D0VE MEN $5.29,item,item
EJMzgniUUAAE3UC.jpg,17,0.654,Buy4Get$5GC,item,noise
EJMzgniUUAAE3UC.jpg,18,0.692,Paper Mfr Coupon $4.28-,discount,noise
EJMzgniUUAAE3UC.jpg,19,0.731,049000942 DOVE $7.69,item,item
EJMzgniUUAAE3UC.jpg,20,0.769,Buy4Get$5GC,item,noise
EJMzgniUUAAE3UC.jpg,21,0.808,Paper Mfr Coupon $0.00-,discount,noise
EJMzgniUUAAE3UC.jpg,22,0.846,SUBTOTAL $19.88,metadata,noise
EJMzgniUUAAE3UC.jpg,23,0.885,= CA TAX 9.75000 on $26.16 $2.06,metadata,noise
EJMzgniUUAAE3UC.jpg,24,0.923,TOTAL $21.94,metadata,noise
EJMzgniUUAAE3UC.jpg,25,0.962,*8854 GIFT CARD PAYMENT $21.94,discount,noise
EJMzgniUUAAE3UC.jpg,26,1.0,*8854 GIFT CARD BALANCE $78.06,metadata,noise
R.jpg,0,0.0,SAFEWAY,item,header
R.jpg,1,0.034,TM,noise,noise
R.jpg,2,0.069,STORE MGR GINA PRATHER 408-867-0180,item,header
R.jpg,3,0.103,THANK YOU FOR SHOPPING WITH US!,item,noise
R.jpg,4,0.138,GROCERY,header,header
R.jpg,5,0.172,BC WARM DELIGHTS 1.64F,item,item
R.jpg,6,0.207,Mfr. eCoupon .50-,item,noise
R.jpg,7,0.241,Mfr. eCoupon .50-,item,noise
R.jpg,8,0.276,Mfr. eCoupon .75-,item,noise
R.jpg,9,0.31,RITZ CHIPS 2.50 F,item,item
R.jpg,10,0.345,RegPrice 3.79 CardSav 1.29,item,noise
R.jpg,11,0.379,WHT THINS CHP PARM 2.50 F,item,item
R.jpg,12,0.414,RegPrice 3.79 CardSav 1.29,item,noise
R.jpg,13,0.448,BBQ SAUCE 99F,item,item
R.jpg,14,0.483,RegPrice 3.69 CardSav 2.70,item,noise
R.jpg,15,0.517,2@.99 KC BBQ SCE,item,item
R.jpg,16,0.552,1.98 F,item,noise
R.jpg,17,0.586,RegPrice 7.38 CardSav 5.40,item,noise
R.jpg,18,0.621,2@.99 KC MSTRPC BBQ SCE,item,item
R.jpg,19,0.655,1.98 F,item,noise
R.jpg,20,0.69,RegPrice 7.38 CardSav 5.40,item,noise
R.jpg,21,0.724,4@.99 KC MSTRPC BBQ SCE,item,item
R.jpg,22,0.759,3.96 F,item,noise
R.jpg,23,0.793,RegPrice 14.76 CardSav 10.80,item,noise
R.jpg,24,0.828,2@.99 KC BBQ SAUCE SWT/T,item,item
R.jpg,25,0.862,1.98F,item,noise
R.jpg,26,0.897,RegPrice 7.38 CardSav 5.40,item,noise
R.jpg,27,0.931,2@.99 KC MSTRPC BBQ SAUC,item,item
R.jpg,28,0.966,1.98 F,item,noise
R.jpg,29,1.0,RegPrice 7.38 CardSay 5 40,item,noise
R.jpg,30,0.938,*9477 GIFT CARD PAYMENT $4.11,discount,noise
R.jpg,31,0.969,*9477 GIFT CARD BALANCE $0.89,metadata,noise
R.jpg,32,1.0,LINDICATES SAVINGS,item,noise
target-receipt-img1.jpg,0,0.0,TARGET,header,header
target-receipt-img1.jpg,1,0.034,EXPECT HORE PAOT LES:,item,header
target-receipt-img1.jpg,2,0.069,Coon Rapids - 763-323-2931,item,header
target-receipt-img1.jpg,3,0.103,3300 124th Ave NW,header,header
target-receipt-img1.jpg,4,0.138,"Coon Rapids, Minnesota 55433-3805",item,header
target-receipt-img1.jpg,5,0.172,10/09/2020 07:18 PM,item,date
target-receipt-img1.jpg,6,0.207,GROCERY,header,header
target-receipt-img1.jpg,7,0.241,071184817 GOG0 SQUEEZ NF $7.49,item,item
target-receipt-img1.jpg,8,0.276,261050634 NESTLE NF $5.00,item,item
target-receipt-img1.jpg,9,0.31,2  $2.50 ea,item,qty
target-receipt-img1.jpg,10,0.345,Regul ar Price $2.99,item,item
target-receipt-img1.jpg,11,0.379,212141185 CAMPBELLS NF $2.49,item,item
target-receipt-img1.jpg,12,0.414,212340988 GG RTE RICE NF $1.59,item,item
target-receipt-img1.jpg,13,0.448,071207472 QUAKER CHEWY NF $1.74,item,item
target-receipt-img1.jpg,14,0.483,Regular Price $2.49,item,noise
target-receipt-img1.jpg,15,0.517,261030396 GG NF $1.79,item,item
target-receipt-img1.jpg,16,0.552,212262925 OLD EL PASO NF $2.99,item,item
target-receipt-img1.jpg,17,0.586,261030409 GG OIL NF $5.99,item,item
target-receipt-img1.jpg,18,0.621,212040761 GG CONDIMENT NF $3.78,item,item
target-receipt-img1.jpg,19,0.655,2 @ $1.89 ea,qty,qty
target-receipt-img1.jpg,20,0.69,271700135 SPARKLNG ICE TF P $0.95,item,item
target-receipt-img1.jpg,21,0.724,Regular Price $0.99,item,noise
target-receipt-img1.jpg,22,0.759,Bottle Deposit Fee $0.05,item,noise
target-receipt-img1.jpg,23,0.793,284104802 S0 DELICI0US NF $1.52,item,item
target-receipt-img1.jpg,24,0.828,Regular Price $1.69,item,noise
target-receipt-img1.jpg,25,0.862,Target Circle10%,item,header
target-receipt-img1.jpg,26,0.897,284104804 SO DELICIOUS NF $1.52,item,item
target-receipt-img1.jpg,27,0.931,Regular Price $1.69,item,noise
target-receipt-img1.jpg,28,0.966,Target Circle10%,item,header
target-receipt-img1.jpg,29,1.0,212181026 PROGRESSO NF $1.59,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,0,0.0,Give us feedback,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,1,0.02,survey.walmart.com,header,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,2,0.039,Thank you! ID #:7P9W2NFJGWL,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,3,0.059,Walmart,header,header
8a4d367ababa48843e696bdd4629cfb2.jpg,4,0.078,325-655-4949 Mgr:KATHRINE,item,header
